K1,K2,K3,K4,K5,K6,Col15
630501.134971,-412389.172926,45.033321,2981403.30378,3668319.065604,-116.047404,0
15437.768848,-46829.457684,51.961524,958180.899052,200240.661812,-98.726896,0
42244.719197,-40147.205669,64.08588,1902685.524927,245405.61867,-51.961524,0
165656.803338,-110891.088853,41.569219,2505754.439208,2442894.8513,-27.712813,0
153899.642456,-215830.851131,46.765372,2127762.063269,616688.029781,-58.889727,0
566.380614,-14121.410234,46.765372,40360.247918,40405.281239,-58.889727,0
5847.403526,-50898.045031,27.712813,889007.98595,164749.208714,-69.282032,0
101085.949231,-17519.693919,5.196152,2020600.079805,568261.621252,-45.033321,0
46011.929703,-17871.300232,51.961524,892785.588761,50799.318135,-81.406388,0
149489.8411,-106399.881109,64.08588,2557948.058244,373811.20529,-69.282032,0
179417.947004,-55959.097491,109.119201,629813.510801,199319.210783,-51.961524,0
16615.563397,-45819.672063,119.511506,1974889.526942,139582.51048,-103.923048,0
200003.370852,-169863.954749,98.726896,5534406.356968,671431.227605,-98.726896,0
6088.158589,-20621.796915,76.210236,166600.771028,37123.044959,-129.903811,0
60356.774491,-49616.327434,58.889727,641437.30377,201103.223114,-135.099963,0
40502.276084,-48319.021379,45.033321,1023103.359472,356497.625417,-116.047404,0
29413.686814,-23848.607569,51.961524,564884.122177,263917.777702,-91.798693,0
17247.761942,-32262.910393,65.817931,2267129.79945,173913.489537,-60.621778,0
27828.860325,-39844.096777,69.282032,709667.981233,196823.325569,-51.961524,0
115226.412024,-87096.174859,81.406388,2573791.12698,406119.149003,-64.08588,0
37022.586012,-10161.942088,91.798693,1061189.42468,78572.752835,-65.817931,0
338269.522718,-58144.94561,105.655099,3003665.352809,706486.203899,-41.569219,0
86129.690508,-112361.599989,109.119201,2163693.457272,601946.545358,-39.837169,0
2449.119842,-2118.298138,109.119201,79288.089818,9607.68583,-39.837169,0
30944.819728,-79800.776857,88.334591,4662225.244613,1199232.141992,-19.052559,0
16293.401947,-32663.014129,46.765372,2020406.090115,157467.667119,-41.569219,0
4809.905093,-13147.99768,22.51666,198711.260949,52016.949853,-76.210236,0
183377.41515,-280358.403967,13.856406,2300104.582724,877514.096791,-91.798693,0
428803.81843,-768223.422884,24.248711,4310708.997319,3588313.906752,-114.315353,0
18432.484694,-5457.692095,74.478185,252174.473226,17502.37341,-103.923048,0
27899.874408,-8421.231026,105.655099,450920.375192,33418.188281,-88.334591,0
21991.849104,-21295.564679,121.243557,349927.956704,116090.705377,-69.282032,0
16799.160783,-20131.626536,143.760217,1108903.960327,113520.341979,-60.621778,0
146914.281549,-132060.213823,129.903811,1760201.829344,569293.923533,-64.08588,0
38652.445822,-32841.415362,109.119201,412868.951,89642.289546,-81.406388,0
66554.052281,-30082.258426,114.315353,715482.475794,109973.101925,-86.60254,0
3677.143864,-14628.901121,91.798693,199530.520981,75477.578041,-96.994845,0
141347.470253,-20304.831617,83.138439,1523610.617234,231086.754644,-76.210236,0
154576.874321,-66403.363861,88.334591,2595060.710897,657898.714645,-46.765372,0
46987.074308,-13458.034775,65.817931,476386.718215,192119.075576,-29.444864,0
51592.597405,-49635.379993,45.033321,2025874.174514,1402574.906801,-1.732051,0
41434.119419,-35628.285112,50.229473,1173209.810659,106888.319437,-22.51666,0
13154.925883,-36388.655416,51.961524,2110839.926879,84023.516726,-58.889727,0
240053.581675,-106069.059405,86.60254,990315.637685,261063.357971,-83.138439,0
16892.691526,-8757.248883,86.60254,416061.120639,49044.750667,-83.138439,0
123432.868751,-25388.400737,143.760217,836616.913123,160403.493238,-98.726896,0
8890.616795,-24865.321393,128.17176,417143.652393,243968.0165,-83.138439,0
6644.146898,-13728.234701,116.047404,1071101.951451,126060.389826,-50.229473,0
5423.051078,-28310.37045,74.478185,399428.236733,127749.139363,-58.889727,0
229671.669134,-57069.342059,58.889727,608983.867789,824636.317687,-46.765372,0
4132.673227,-28447.202464,45.033321,484620.887755,208462.706996,-58.889727,0
102987.741018,-162793.723353,58.889727,1308742.786351,440891.801016,-76.210236,0
129751.390097,-16551.477517,96.994845,1028096.86195,125118.154186,-50.229473,0
53083.89315,-15927.939226,110.851252,465568.328871,100590.5827,-60.621778,0
35084.421158,-21079.058328,143.760217,2433321.806487,71464.41632,-65.817931,0
52070.643428,-84891.274181,140.296115,1129913.736622,366257.731718,-58.889727,0
2310.555777,-4681.733333,91.798693,141428.876641,91845.458173,-50.229473,0
357561.104613,-66264.799796,83.138439,3194322.577503,842653.110187,-39.837169,0
26701.295249,-29555.71498,65.817931,2213578.252581,150168.805016,-39.837169,0
39229.218741,-15354.630409,60.621778,845086.641572,200315.139997,-19.052559,0
45494.046512,-24413.256133,88.334591,602227.137588,155474.07664,-36.373067,0
39653.571188,-27834.056478,91.798693,536755.617062,118572.734185,-60.621778,0
7194.939055,-18377.059068,105.655099,557207.672998,99068.110041,-50.229473,0
8554.598939,-19185.926795,109.119201,1463395.870908,132018.644604,-65.817931,0
26160.895398,-11015.843136,114.315353,294368.96295,134334.396533,-46.765372,0
152966.06707,-140380.985903,93.530744,540803.4198,977543.49503,-41.569219,0
29089.793313,-14819.42671,88.334591,1285645.888833,265705.254135,-22.51666,0
15145.052261,-60090.038667,88.334591,2314995.023517,373726.3348,-22.51666,0
149753.112822,-49829.369683,76.210236,613672.529325,742467.827376,-22.51666,0
26162.627448,-22658.688665,103.923048,1332262.304267,144170.71307,-17.320508,0
7562.133826,-17414.038819,83.138439,512058.304597,165116.403486,-34.641016,0
17812.410505,-103775.824135,76.210236,1482928.207865,936824.712595,-27.712813,0
228568.35277,-76638.052083,91.798693,4037611.350337,457975.018131,-39.837169,0
179878.672518,-77895.520969,58.889727,1533942.300301,2252105.990745,-19.052559,0
211145.653697,-68424.667153,76.210236,582911.306982,662325.836509,-13.856406,0
232593.638847,-72503.646805,74.478185,883202.151643,1209823.63268,-1.732051,0
533120.042417,-269463.804388,65.817931,4750902.781859,1175438.960049,-13.856406,0
345519.887399,-93840.780703,109.119201,803060.160777,357600.941781,-39.837169,0
3613.057985,-3512.599038,105.655099,111064.293934,22551.301515,-46.765372,0
131987.467689,-75571.108785,105.655099,1381861.311193,1026354.418838,-50.229473,0
400441.486456,-118617.767506,103.923048,4442162.993359,1293540.576413,-36.373067,0
149399.774458,-68164.859532,76.210236,3561139.761632,447894.482431,-39.837169,0
769439.322551,-315681.848137,71.014083,3833004.188439,2423274.179752,-41.569219,0
8913.133456,-3318.609347,96.994845,56653.649865,69347.850233,-41.569219,0
98693.987066,-95195.244435,96.994845,1358101.038215,620195.432666,-41.569219,0
83865.900102,-41538.042467,116.047404,242521.754076,162890.718198,-46.765372,0
80658.142007,-46389.516779,83.138439,659282.623241,475072.091652,-45.033321,0
9619.810185,-17109.197877,91.798693,999944.108124,87385.427343,-71.014083,0
24139.592105,-16329.775014,74.478185,1226200.173066,392834.319309,-45.033321,0
909439.257276,-315569.264834,69.282032,1967767.334022,3851460.921844,-24.248711,0
94438.338232,-45691.500304,81.406388,1390845.458732,518576.011786,-17.320508,0
20086.593215,-25720.954492,83.138439,539920.073888,148900.943825,-13.856406,0
254831.439165,-56516.817851,86.60254,889913.848522,1778300.028233,-12.124356,0
5442.103637,-7000.949364,74.478185,66611.209957,32683.798739,-36.373067,0
24354.366405,-11327.612282,39.837169,1112664.24263,439002.133585,-19.052559,0
29689.082893,-18458.465456,22.51666,268071.235538,297174.885258,-5.196152,0
58219.423795,-25675.921171,41.569219,137417.446971,112950.497263,-41.569219,0
21309.421086,-21111.967293,34.641016,351990.829216,306741.001868,-17.320508,0
22270.709284,-33655.479242,46.765372,1201002.297917,225054.021681,-50.229473,0
53913.545487,-17776.037438,65.817931,182184.032143,184548.281496,-58.889727,0
27614.086025,-17303.187568,45.033321,1830341.226797,365947.694623,-27.712813,0
25326.046908,-21957.208088,46.765372,1587325.838241,282327.745735,-29.444864,0
10911.920088,-12957.472091,45.033321,1210324.195364,135158.852718,-22.51666,0
32072.384804,-12016.968503,51.961524,475288.598003,142703.666036,-17.320508,0
81357.890533,-21745.897889,86.60254,1788791.059974,114407.151992,-36.373067,0
113374.849711,-53146.246979,88.334591,1319963.011483,441144.680434,-41.569219,0
184094.484184,-65187.464194,119.511506,1802974.824037,416100.957807,-45.033321,0
64745.791238,-22068.059339,105.655099,546003.036324,282279.248313,-50.229473,0
190551.569595,-73031.922301,76.210236,4363865.636603,2098568.346908,-22.51666,0
30820.11207,-17840.123318,71.014083,380789.637993,211341.375438,-17.320508,0
19334.883165,-9323.629497,64.08588,98257.510263,53483.996887,-24.248711,0
41962.394915,-17561.263138,81.406388,473497.657468,68760.68501,-39.837169,0
34038.26247,-33464.953653,88.334591,3349952.538716,226140.017538,-95.262794,0
160105.580499,-48305.164972,121.243557,3969145.113964,199168.522362,-110.851252,0
12148.604364,-11504.281464,96.994845,2412438.4699,226786.072489,-107.38715,0
110723.079925,-36454.473347,103.923048,515787.409986,230904.889309,-121.243557,0
3994.109162,-26921.265702,114.315353,293362.64143,78098.170913,-136.832014,0
108045.329376,-53335.040517,88.334591,457839.918168,822807.272034,-122.975607,0
75219.502471,-26302.923564,109.119201,2811298.593968,190939.548976,-136.832014,0
44849.723611,-31391.688836,105.655099,381078.890478,166644.072298,-142.028166,0
28580.570376,-27404.507877,83.138439,565282.493863,420638.930923,-116.047404,0
113125.434395,-48849.028926,86.60254,1365888.338646,819244.443523,-110.851252,0
38692.28299,-15068.842026,74.478185,1073724.276374,179733.180251,-105.655099,0
23767.201181,-32134.738633,36.373067,1355050.896743,350556.691147,-100.458947,0
166924.664529,-37772.564011,71.014083,2686079.980835,331277.233608,-100.458947,0
66954.156017,-32675.138485,76.210236,331471.223298,204858.309265,-117.779455,0
301291.970027,-48909.650704,86.60254,1708049.779528,1026709.489253,-110.851252,0
58837.765933,-21146.60831,116.047404,3248288.084515,174963.112327,-105.655099,0
24652.279144,-11930.365963,110.851252,1914967.497204,54488.586355,-117.779455,0
258098.086988,-54467.801746,128.17176,2819581.26093,379203.079453,-110.851252,0
56596.492188,-22419.665653,129.903811,214180.206712,334259.825099,-112.583302,0
94242.616491,-19324.49086,138.564065,730715.862646,71956.31875,-122.975607,0
114963.140302,-22733.166849,143.760217,1377293.893213,355439.342374,-98.726896,0
80500.525383,-56968.883112,133.367912,2174352.497942,206931.574082,-116.047404,0
18508.69493,-11124.962337,138.564065,101499.909374,50629.577156,-136.832014,0
131594.292156,-23919.621653,135.099963,354459.001617,209983.447605,-121.243557,0
64931.120674,-11060.876457,121.243557,1031515.930244,227503.141523,-122.975607,0
78834.292506,-47553.454922,110.851252,1383345.678735,787256.929209,-98.726896,0
3708.320779,-16923.868441,96.994845,702313.693504,259125.193117,-83.138439,0
25066.239287,-21380.435169,98.726896,49141.745512,48611.737965,-107.38715,0
238811.701246,-44356.089131,110.851252,598380.252745,415818.633525,-116.047404,0
8493.97716,-6110.675249,109.119201,227511.801777,89569.543412,-117.779455,0
118685.317487,-94552.653585,109.119201,416457.760273,605019.20349,-135.099963,0
16333.239115,-4783.924331,98.726896,423160.796899,33632.962581,-116.047404,0
210146.260381,-37989.070362,69.282032,1817530.979024,2675405.351708,-93.530744,0
19267.333183,-4951.933259,86.60254,101834.19518,68241.069767,-90.066642,0
19534.069008,-9377.323072,76.210236,887599.828644,219998.165374,-67.549981,0
14810.766456,-11973.667233,69.282032,2432221.954224,127955.253409,-65.817931,0
11831.639067,-5769.46124,88.334591,542869.756413,40162.794126,-98.726896,0
1725.122604,-1681.821334,96.994845,312557.22848,4695.589739,-116.047404,0
23600.924304,-8325.968232,119.511506,88277.433509,57110.911278,-129.903811,0
60661.615433,-31187.306841,110.851252,789674.872136,626467.18864,-117.779455,0
48303.432921,-6341.038007,109.119201,320483.092975,167135.974727,-95.262794,0
12124.355653,-5024.679393,86.60254,88530.312927,87743.961861,-77.942286,0
112060.223148,-20646.045626,83.138439,283358.315966,318155.21669,-67.549981,0
9467.389714,-14012.291033,83.138439,136305.470352,124485.955642,-84.87049,0
142885.53137,-17836.659216,93.530744,1384360.660508,237983.78096,-90.066642,0
6079.498335,-23645.957625,93.530744,1973971.540014,109185.018808,-112.583302,0
50104.765761,-54661.791436,83.138439,923118.994554,466171.082552,-131.635861,0
136237.920371,-29148.683041,98.726896,873360.638954,312039.345288,-117.779455,0
19799.072781,-2291.503218,91.798693,469635.184167,48946.023771,-116.047404,0
801.939524,-25568.534021,86.60254,37720.602487,70284.88972,-129.903811,0
25298.334095,-28175.270487,74.478185,967482.011889,220237.188386,-131.635861,0
14668.738289,-5222.133185,81.406388,188713.863688,39262.127706,-136.832014,0
89034.339712,-46948.96919,81.406388,390482.194312,226935.028858,-162.812776,0
12023.896706,-11329.344332,88.334591,1882527.917629,144576.012959,-131.635861,0
46879.687158,-28495.699886,93.530744,1734619.438917,401359.473384,-117.779455,0
89171.171726,-26039.651841,65.817931,3043675.726464,1176356.946977,-95.262794,0
42752.210083,-37420.957698,41.569219,723524.387693,938854.676141,-72.746134,0
22890.783473,-14395.074262,41.569219,163190.362988,159391.975567,-77.942286,0
35255.894188,-22274.173385,46.765372,395872.336426,210428.584662,-83.138439,0
3003.3761,-2360.785251,64.08588,518560.423329,30276.248116,-100.458947,0
63491.786453,-10624.399654,91.798693,638336.932825,107025.15145,-110.851252,0
93047.501433,-69761.810376,96.994845,2861902.190362,665086.725497,-110.851252,0
1170.866346,-4028.750178,105.655099,1088884.917093,23571.47944,-116.047404,0
37343.015411,-23678.86659,119.511506,871401.689491,200024.155461,-116.047404,0
101293.795328,-16904.815882,129.903811,2733387.484542,93118.515517,-121.243557,0
72082.758459,-27208.786136,119.511506,1235904.853741,861012.848747,-105.655099,0
45940.91562,-23678.86659,119.511506,153729.901477,220311.66657,-95.262794,0
49541.849249,-38380.513845,105.655099,680020.46756,740730.580416,-84.87049,0
24267.763865,-5691.518954,83.138439,226314.954669,157635.676048,-67.549981,0
8743.392477,-1536.329066,93.530744,681970.756769,21473.965912,-77.942286,0
13849.478257,-10400.965099,86.60254,1237046.275223,60800.179498,-90.066642,0
56270.866636,-12685.540115,88.334591,3328341.74079,172075.78363,-95.262794,0
218087.713333,-31098.97225,98.726896,170118.566218,435841.140861,-100.458947,0
10177.530545,-9697.752472,96.994845,1814588.224702,70624.371679,-116.047404,0
60228.602732,-14701.647255,105.655099,521982.955725,125059.264459,-107.38715,0
22367.704129,-5875.116339,96.994845,520280.349781,187906.728012,-95.262794,0
114814.183932,-31060.867132,86.60254,940351.168039,733556.425971,-90.066642,0
11713.859612,-4440.978271,83.138439,202161.506158,75229.894776,-76.210236,0
69266.443845,-15493.194474,64.08588,446534.822547,682904.332154,-51.961524,0
47795.942035,-14372.557601,64.08588,1223872.296781,530437.095716,-51.961524,0
27139.504104,-12288.90048,81.406388,664355.800056,56728.128049,-72.746134,0
199296.694122,-66782.682987,83.138439,1976704.716189,930267.168237,-72.746134,0
18978.080699,-36210.254183,88.334591,289067.155428,83663.250158,-122.975607,0
143382.629952,-21865.409395,98.726896,1569792.287916,492520.771488,-131.635861,0
11828.174965,-36108.063185,88.334591,1563452.98196,289631.803991,-129.903811,0
74727.600042,-40746.495248,88.334591,529707.902326,237725.70539,-142.028166,0
24104.951089,-36522.023328,98.726896,1019833.247547,137166.299604,-129.903811,0
10790.676531,-4596.862843,109.119201,211315.394676,30678.083904,-147.224319,0
31836.825894,-13911.832086,110.851252,264061.537919,80737.816344,-154.152522,0
37848.774247,-25003.885458,110.851252,552525.939665,268072.967589,-142.028166,0
12652.631149,-18475.785964,116.047404,888275.328458,56549.726816,-145.492268,0
33652.01514,-21096.378836,119.511506,32962.658919,71318.924052,-159.348674,0
6418.980293,-14240.92174,119.511506,15403.127832,37557.789711,-169.740979,0
238205.483463,-34646.212304,128.17176,1304218.669642,899455.716421,-154.152522,0
8386.59001,-20933.56606,103.923048,730625.796004,113639.853485,-147.224319,0
35941.786308,-7343.895424,109.119201,140737.788369,50376.697738,-131.635861,0
80930.073984,-34272.089329,105.655099,244044.226736,293250.058128,-110.851252,0
38167.471596,-6903.954519,121.243557,29844.967465,46604.291079,-122.975607,0
12947.079787,-8222.045184,116.047404,521865.17627,110385.330017,-110.851252,0
53411.250753,-10726.590651,119.511506,242343.352843,59618.920847,-110.851252,0
93419.892357,-20777.681488,103.923048,1271891.67337,665750.100956,-93.530744,0
13761.143666,-8504.369465,91.798693,49773.944057,57999.453342,-98.726896,0
69678.671938,-19314.098555,93.530744,1980676.308691,578142.971109,-84.87049,0
53936.062148,-13357.575828,109.119201,153813.039915,220110.748677,-117.779455,0
32858.73587,-14346.576839,103.923048,2444564.548278,128412.514822,-117.779455,0
10025.110074,-17052.040201,110.851252,2250055.242589,162965.196383,-136.832014,0
47799.406136,-20424.343123,93.530744,709136.241635,234800.271576,-107.38715,0
8443.747687,-18650.723096,93.530744,55884.619306,35922.733749,-145.492268,0
102267.207882,-21470.501811,81.406388,1288910.804605,754051.783177,-121.243557,0
7234.776223,-9465.657663,71.014083,755517.09816,96504.674845,-117.779455,0
1780.54823,-6706.500727,64.08588,65537.338457,20911.0494,-145.492268,0
17985.615586,-7939.720902,65.817931,284080.581153,52351.235659,-121.243557,0
48944.29172,-19232.692167,81.406388,315442.825125,231817.680085,-136.832014,0
29935.034107,-23114.218027,74.478185,390402.519975,537328.92588,-122.975607,0
19956.689405,-33290.016521,91.798693,510842.40493,91623.75567,-117.779455,0
47925.845845,-12817.175976,96.994845,909323.209872,189789.467239,-105.655099,0
85175.330513,-27174.14512,116.047404,1921563.146679,95952.150638,-112.583302,0
42947.931824,-7932.792699,150.68842,186552.26428,54091.94672,-122.975607,0
228758.878359,-24602.049671,152.420471,1145813.963036,306001.416173,-95.262794,0
51706.912758,-17336.096533,145.492268,274718.846538,220036.270492,-98.726896,0
53440.695617,-49541.849249,109.119201,978669.328055,562656.704839,-93.530744,0
25436.89816,-6141.852164,91.798693,437070.896934,107071.916822,-84.87049,0
25379.740483,-8105.997779,83.138439,103543.729327,53397.394347,-98.726896,0
141189.85363,-33619.106175,81.406388,384042.42941,598771.696227,-95.262794,0
41898.309035,-28732.990847,93.530744,199199.699277,177917.991004,-105.655099,0
234763.898509,-75169.272998,103.923048,1856742.877257,610088.916204,-112.583302,0
32773.865381,-11876.672387,96.994845,348874.869813,124771.744025,-107.38715,0
70756.00754,-21538.051792,83.138439,251266.878603,731363.649648,-95.262794,0
26306.387665,-20685.882795,69.282032,3389935.199558,168223.702634,-93.530744,0
5559.883092,-10627.863755,65.817931,45367.606803,36492.578465,-110.851252,0
34860.986604,-13085.643851,69.282032,371240.841891,101825.534926,-112.583302,0
200259.714371,-23086.505214,91.798693,2607895.207381,455046.120215,-117.779455,0
50222.545216,-8040.179849,96.994845,400529.821047,291150.812549,-93.530744,0
26606.032455,-29995.655885,88.334591,248814.29466,222899.350477,-84.87049,0
36021.460645,-32087.973261,86.60254,881683.143085,181295.490079,-93.530744,0
17346.488838,-9451.801257,58.889727,173641.55756,207712.728996,-95.262794,0
142106.108507,-30420.008333,65.817931,527544.570868,469860.350772,-107.38715,0
1491.295745,-6602.577678,58.889727,99104.483107,52292.345931,-110.851252,0
26470.932492,-11034.895695,69.282032,1102644.328708,61333.651147,-105.655099,0
163507.328285,-28059.223083,91.798693,1160404.759039,371048.584251,-107.38715,0
51211.546227,-8480.120754,88.334591,520862.318852,301229.616198,-93.530744,0
76636.320032,-23406.934613,114.315353,236277.710915,169378.980523,-88.334591,0
73797.488758,-12837.960586,83.138439,2155346.704431,331732.76297,-90.066642,0
30297.032726,-98484.408918,69.282032,1479157.533257,377043.212096,-107.38715,0
83228.505405,-6588.721272,103.923048,2855625.238236,70641.692187,-112.583302,0
16305.526302,-32063.72455,91.798693,125518.257923,293482.152936,-109.119201,0
6857.189147,-2698.535158,91.798693,245637.713479,42319.197381,-119.511506,0
12706.324724,-3910.970723,86.60254,336308.841204,123453.65336,-86.60254,0
57232.154834,-22404.077196,69.282032,1789028.350935,284220.877268,-90.066642,0
119101.009681,-118782.312332,76.210236,771829.552666,567527.23171,-96.994845,0
17659.990034,-8208.188777,74.478185,259092.284152,142135.553371,-96.994845,0
27672.975753,-29597.2842,71.014083,977605.848859,630837.152828,-102.190998,0
18638.59874,-17893.816893,71.014083,149747.91667,94985.666287,-117.779455,0
126734.15759,-25772.916017,83.138439,2249043.724917,318595.157595,-95.262794,0
92834.459184,-57585.493199,91.798693,1744831.610478,242468.060501,-117.779455,0
62894.228924,-55034.18236,93.530744,478380.308695,648052.005804,-124.707658,0
18292.188579,-14405.466567,105.655099,119189.344272,60070.986108,-124.707658,0
10996.790577,-8836.92322,93.530744,325748.52743,68753.756806,-142.028166,0
27721.473175,-5826.618917,83.138439,126457.029461,149486.376998,-112.583302,0
7352.555678,-4091.104007,98.726896,170529.062259,28946.033096,-114.315353,0
6392.999531,-15233.386853,81.406388,684283.044597,86483.028873,-117.779455,0
19802.536883,-12406.679935,65.817931,1612478.680068,338453.120104,-100.458947,0
24640.154788,-12588.545269,91.798693,19185.926795,47780.353578,-117.779455,0
29484.700897,-28052.294879,86.60254,724021.486275,114379.439179,-131.635861,0
39371.246907,-18562.388505,91.798693,630982.645096,261858.369291,-109.119201,0
25315.654603,-6178.225231,119.511506,447563.660727,51727.697368,-122.975607,0
3013.768405,-13771.535971,81.406388,959535.362783,297564.59669,-109.119201,0
172553.829653,-24962.316239,74.478185,836015.891493,807819.836396,-74.478185,0
32110.489922,-24828.948326,58.889727,2131877.415988,443721.972035,-74.478185,0
103567.978039,-24345.706151,58.889727,867514.967479,352073.967655,-67.549981,0
198415.080261,-17095.341471,83.138439,4427185.950026,582109.367459,-50.229473,0
12515.799135,-8038.447798,88.334591,390826.872423,60507.462912,-74.478185,0
62592.852084,-9358.270513,114.315353,703694.137997,115013.369775,-74.478185,0
26103.737721,-27550.000145,93.530744,719360.537552,211999.554745,-91.798693,0
39081.994422,-7645.272265,88.334591,394072.735636,144357.774557,-102.190998,0
6088.158589,-19355.667775,81.406388,181551.833599,135990.237105,-107.38715,0
22741.827103,-17651.32978,74.478185,1244705.403894,82658.66069,-124.707658,0
26399.918409,-30267.587862,74.478185,1220874.116833,241269.481342,-122.975607,0
11022.771339,-29727.18801,86.60254,56859.763911,95425.607192,-154.152522,0
7873.902971,-7385.464643,91.798693,347040.628008,43985.430258,-155.884573,0
5452.495942,-10586.294536,98.726896,183389.539505,61117.144796,-148.956369,0
125343.320791,-87924.095145,114.315353,2893311.199707,459691.480481,-155.884573,0
27151.628459,-19658.776666,81.406388,2073309.849981,1072924.068901,-114.315353,0
153380.027213,-21761.486346,110.851252,4285117.946637,71121.47026,-107.38715,0
18131.107854,-23595.728152,114.315353,3589888.340936,96078.590347,-109.119201,0
14336.184534,-54848.852923,96.994845,267468.481857,200477.952773,-119.511506,0
100403.521213,-42767.79854,129.903811,926200.312941,348815.980085,-143.760217,0
14701.647255,-5719.231767,88.334591,160315.158647,99014.416465,-136.832014,0
8170.083659,-10040.698531,81.406388,31932.088688,26005.010825,-143.760217,0
23742.95247,-27309.245083,93.530744,713236.005896,200124.614408,-124.707658,0
12184.977431,-20055.416301,74.478185,458072.012976,231377.73918,-124.707658,0
12446.517103,-14663.542137,96.994845,58359.71991,46635.467994,-147.224319,0
84354.33843,-44737.140309,86.60254,835333.463474,615705.956973,-122.975607,0
169221.363899,-77815.846632,98.726896,3420776.096237,331746.619377,-131.635861,0
87537.847815,-19329.687012,114.315353,2111610.689489,302693.199131,-119.511506,0
10423.48176,-7376.804389,88.334591,183171.301104,96979.256767,-102.190998,0
27369.866861,-25417.845601,91.798693,871493.488184,205800.544905,-112.583302,0
241475.595388,-29233.55353,81.406388,1192603.583552,1033249.713103,-84.87049,0
38896.664986,-80322.12415,74.478185,1225703.074484,295841.206136,-109.119201,0
39475.169955,-36340.157994,88.334591,281518.878008,175342.431453,-122.975607,0
115002.97747,-35112.133971,86.60254,3020973.736529,861167.001269,-102.190998,0
21576.15691,-22748.755307,93.530744,89209.276844,73447.614495,-142.028166,0
62206.604754,-10193.119003,109.119201,1169582.896268,196442.274391,-107.38715,0
42121.743589,-14519.78192,114.315353,198770.150677,140285.723108,-95.262794,0
13792.320581,-4532.776963,128.17176,887818.067045,46625.075689,-109.119201,0
124683.409434,-31492.147783,119.511506,1287961.640762,355603.8872,-86.60254,0
6571.400764,-4714.642298,86.60254,310496.088019,96473.497931,-95.262794,0
35119.062174,-13153.193833,83.138439,463337.447431,165942.591721,-90.066642,0
1446.262424,-1508.616253,58.889727,581447.72405,19400.701096,-91.798693,0
6254.435466,-4035.678382,64.08588,320159.199474,16981.026117,-109.119201,0
137840.067368,-57242.547139,96.994845,394174.926634,123299.500838,-136.832014,0
13897.97568,-11026.235441,93.530744,885937.059868,80848.667596,-147.224319,0
6793.103267,-1527.668812,128.17176,194736.204346,28367.528126,-133.367912,0
3538.5798,-4435.782118,116.047404,80994.159864,23469.288443,-133.367912,0
25597.978885,-6749.801997,98.726896,553895.991854,117313.533247,-107.38715,0
64636.672037,-14419.322973,110.851252,774955.904373,219901.170529,-90.066642,0
41460.100181,-18804.875618,96.994845,1145626.901549,181683.46946,-102.190998,0
29782.613636,-6566.204611,110.851252,1000455.063112,76068.207367,-86.60254,0
38306.03566,-51341.450038,86.60254,1282436.398686,1111463.93142,-84.87049,0
96095.910855,-27920.659018,91.798693,747999.997655,295141.45761,-90.066642,0
30208.698135,-17942.314316,83.138439,3037764.237058,294256.379647,-84.87049,0
95623.060984,-17060.700455,83.138439,2682335.286989,142307.026401,-90.066642,0
3394.819583,-5956.522727,105.655099,400223.248054,46155.68992,-102.190998,0
10778.552176,-5937.470168,86.60254,626472.384793,71926.873886,-107.38715,0
11507.745565,-27347.350201,76.210236,262585.830631,356556.515145,-112.583302,0
32141.666836,-8052.304204,71.014083,318394.239701,51874.921687,-119.511506,0
8873.296287,-23465.824341,65.817931,1728659.452088,248466.152447,-114.315353,0
13911.832086,-6625.094339,58.889727,2433408.409027,171975.324684,-102.190998,0
24058.185717,-28407.365295,91.798693,625116.18901,109966.173722,-114.315353,0
10466.78303,-40342.92741,60.621778,4053144.381979,374110.850079,-117.779455,0
77019.10326,-49068.999378,81.406388,317639.065549,177121.247633,-131.635861,0
36274.340063,-14367.361449,103.923048,73501.30807,84958.824162,-148.956369,0
2679.482599,-4260.844987,83.138439,408807.291856,41808.242393,-138.564065,0
16329.775014,-23813.966553,109.119201,73277.873516,129834.528535,-143.760217,0
278872.304374,-45570.256747,114.315353,1972785.085211,389465.480488,-124.707658,0
35153.70319,-28876.751064,91.798693,2296112.205613,476035.111901,-112.583302,0
19061.219137,-53949.918554,71.014083,1924741.459911,626591.896299,-112.583302,0
4439.24622,-6872.777604,46.765372,1337383.978505,68698.331181,-107.38715,0
145133.733319,-27815.003919,45.033321,1473310.129731,416670.802523,-96.994845,0
93341.950071,-47085.801204,50.229473,985784.592772,656688.011131,-96.994845,0
1697.409791,-840.044642,86.60254,387764.606595,6112.4073,-100.458947,0
42643.090882,-37543.933305,110.851252,1765441.283037,231156.036677,-100.458947,0
83467.528417,-34602.911034,105.655099,1577371.74225,272389.238202,-114.315353,0
25071.43544,-14112.74998,119.511506,3830936.119774,90993.289176,-124.707658,0
105431.664708,-28906.195928,128.17176,1284230.803323,93832.120449,-133.367912,0
117481.542176,-29205.840717,129.903811,2733636.899859,402855.965282,-119.511506,0
20924.905806,-4591.666691,119.511506,1818223.799347,188098.985651,-91.798693,0
26266.550497,-14817.694659,133.367912,811001.61373,117989.033062,-84.87049,0
37893.807568,-12617.990133,114.315353,1157569.391867,173288.219196,-67.549981,0
43292.609935,-21096.378836,88.334591,590837.171478,534637.318925,-55.425626,0
45045.445352,-54365.610748,51.961524,692583.032067,948845.145199,-96.994845,0
