K1,K2,K3,K4,K5,K6,K7,K8,score_class
-1728692.361053,-1734887.906792,802268.613558,6070.838081,-1621.199556,-810097.483208,-2449.119842,200.917894,1
-1727620.221603,-1736010.275715,740316.620273,1872.346923,-1927.772549,-744319.389689,-3517.79519,43.30127,0
-68831992.56522,-68874743.043252,1279782.896849,53012.879067,-19428.413909,-1334882.897139,-20611.40461,1.732051,0
-68853447.478573,-68853629.343908,1075951.693713,8675.842495,-72.746134,-1084882.147676,138.564065,1.732051,1
-1722500.279416,-1740220.891228,177159.352751,80200.880594,-3107.299149,-261555.2604,-25649.940409,19054.290934,1
-68841009.621724,-68865847.230305,567265.692038,143105.501823,-12378.967122,-710908.129611,-67222.623893,55427.357893,1
-1726780.176961,-1736356.685876,481288.422001,7120.46087,-2442.191639,-491377.617955,-3562.828511,261.539672,0
-112578660.595813,-112587400.524188,76178464.525067,217680.681394,-2052.480207,-76397395.747144,-30745.633885,27714.544972,1
-1731948.616571,-1732062.931925,838603.575399,41285.163049,-91.798693,-880051.551224,-34135.257316,34646.212304,1
-1731222.887283,-1732587.743319,475196.799311,18501.766726,-530.007547,-494507.433764,-110.851252,1.732051,1
-1731818.712761,-1732249.993412,249955.716142,2404.086521,-206.114046,-252571.112861,-1125.833025,1018.445875,1
-68853528.884961,-68853580.846485,393568.708851,116.047404,-22.51666,-393896.066454,163.149265,57.157677,1
-68846451.725361,-68859196.155204,191732.828245,1307.69836,-3159.260673,-197691.083023,-4201.955259,45.033321,0
-1731868.942234,-1732194.567786,498290.232728,4376.892391,-126.439709,-502902.684028,-64.08588,1.732051,1
-1732000.578095,-1732094.108839,173584.399884,2147.743001,-38.105118,-175888.027458,27.712813,1.732051,1
-1273836.766427,-2188586.491479,-284459.900279,449841.307539,-452008.103099,-170615.6648,-456088.814801,1224.559921,0
-2594179.097036,-2601578.418086,83226.773354,3514.331089,-1643.716216,-88900.9718,-3159.260673,53.693575,0
-1550528.418834,-1565479.481405,170989.787774,52661.272753,-3356.714465,-228502.534839,-4548.365421,1.732051,0
-863020.295633,-868535.145405,82625.751724,35243.769832,-1257.468886,-119398.92242,-1830.777704,1.732051,1
-1729819.926129,-1734021.881388,35617.892807,5398.802367,-1118.904822,-41984.911575,-1936.432803,273.664028,0
-1730109.178614,-1733850.408358,83948585.656397,3379.231126,-1158.74199,-83952744.310386,-1700.873893,48.497423,0
-68853179.010698,-68853892.615631,38650.713771,720.533136,-206.114046,-39712.460916,-209.578148,76.210236,1
-1724294.684053,-1738809.26982,18053.165567,5972.111184,-4456.566728,-27045.97336,-6084.694487,365.46272,0
-1728697.557205,-1734898.299097,83948575.264092,912.790776,-1169.134295,-83951083.273661,-2594.61211,249.415316,0
-1731061.806558,-1732927.225278,16790.500529,5937.470168,-561.184462,-23304.743616,-1073.871501,424.352448,0
-1730174.996544,-1733652.954566,107177.571922,2327.876285,-1040.962535,-110492.717167,-2650.037736,1375.248341,0
-1726700.502624,-1736711.756292,8689.698902,9427.552546,-2372.909606,-20677.222541,-3884.989961,1.732051,1
-68848234.005642,-68858113.623449,7901.615784,772.49466,-1614.271353,-11182.120014,-3812.243827,31.176915,0
-1729828.586383,-1734103.287776,83948473.073094,1868.882821,-1271.325293,-83951447.004331,-2109.637884,223.434554,0
-1729428.482646,-1734269.564653,-124.707658,2026.499445,-1373.51629,-3327.269601,-1884.471279,74.478185,0
-2595718.890204,-2599664.501944,-367.194771,1645.448267,-1584.826489,-3689.26822,-895.470268,83.138439,0
-1731337.202636,-1732658.757402,83949077.558826,6607.773831,-668.571612,-83956062.919733,-353.338365,0,1
-1732000.578095,-1732085.448585,83949718.417625,1519.008558,-24.248711,-83951436.960296,-458.993464,452.065261,1
-1728723.537968,-1734877.514487,83948483.465399,16286.473744,-1260.932988,-83966458.68868,-3180.045283,869.489505,1
-1726847.726943,-1736561.067872,83947702.310485,3022.428659,-2042.087902,-83953099.380801,-5357.233148,1565.77393,0
-1730095.322207,-1733772.466072,83948887.033237,2861.347934,-857.36515,-83952806.664215,-1697.409791,240.755062,0
-1728804.944355,-1735080.164431,83947828.750194,4312.806511,-1915.648193,-83952941.764178,-3327.269601,516.151141,0
-68851663.466241,-68855222.830651,83948317.188522,1709.534147,-1427.209865,-83950965.494206,-1479.17139,57.157677,1
-1729026.646859,-1734804.768353,83948149.179593,1548.453422,-1595.218794,-83950826.930142,-2736.640276,245.951215,0
-68760129.777214,-68943815.497407,83887688.482053,64153.429862,-62055.916334,-83987736.932851,-88112.888683,1039.230485,1
-1728295.721418,-1735502.784828,83947714.434841,1493.027796,-2029.963546,-83950555.395137,-2921.633223,6.928203,0
-865438.238561,-866525.966468,83949318.313888,6626.82639,-426.084499,-83956256.909423,-313.501196,1.732051,0
-1728571.117496,-1734728.558117,83948152.643695,1344.071427,-1591.754692,-83951871.356779,-2135.618646,261.539672,0
-68853395.517049,-68853715.946448,83949586.781763,1804.796941,-157.616623,-83951550.927379,-254.611469,117.779455,1
-1727760.517719,-1735710.630925,83947563.74642,2632.717228,-2180.651967,-83952264.532312,-3644.234899,642.59085,0
-1729338.416004,-1734383.880007,83948343.169284,1344.071427,-1401.229103,-83951029.580086,-1794.068148,72.746134,0
-1711247.145319,-1751905.305976,83931478.19057,16787.036427,-18266.207817,-83951765.701679,-19009.257613,95.262794,0
-68852508.707036,-68854148.95915,83948902.621694,11635.917325,-841.776692,-83961608.946419,22.51666,1.732051,0
-1729619.008235,-1734169.105707,83948855.856323,11552.778886,-888.542064,-83961697.28101,-3422.532396,1678.357233,0
-1731849.889675,-1732234.404954,83949572.925357,895.470268,-171.47303,-83950641.600705,-323.893501,159.348674,0
-1731586.617952,-1732445.715153,83949581.585611,273.664028,-162.812776,-83950179.14314,-391.443483,84.87049,0
-1728358.075247,-1735206.60414,83948040.060392,11570.099395,-1704.337995,-83961437.473389,-4182.9027,1622.931607,0
-1730708.468193,-1733181.836746,83949167.625468,3732.56949,-576.772919,-83953785.272921,-670.303663,1.732051,0
-1726674.521862,-1736682.311428,83947865.123261,760.370305,-1879.275126,-83951346.545384,-4264.309088,368.926822,0
-34630719.109327,-34649768.204108,4010213.770663,164115.278119,-6735.945591,-4178946.696234,-46373.928322,39838.900625,1
-68850617.307554,-68856267.257288,83948209.801371,9768.766555,-1534.597016,-83959561.662364,-3793.191269,1361.391935,1
-1642120.997589,-1648245.529245,83948014.07963,11533.726328,-1730.318757,-83961291.981121,-5606.648464,3465.833666,0
-68849014.278576,-68856520.136706,83946825.010795,2608.468516,-2919.387592,-83953089.870477,-1245.858111,100.458947,0
-1640537.903151,-1649717.772431,83948192.480863,13932.616696,-1551.917524,-83964172.381614,-5156.315254,1532.864965,0
-1707642.747589,-1717330.107755,83946993.901705,1532.864965,-2750.496682,-83951696.419647,-3380.963176,74.478185,0
-1581151.077112,-1581537.324442,83949616.226627,526.543446,-128.17176,-83950390.453338,-980.340757,848.704896,1
-1555421.462365,-1595376.410394,16608837.843722,191582.139825,-18849.908939,-16803897.941569,-17453.875988,1.732051,1
-1604824.74755,-1615866.571448,32408.40266,11204.636674,-2554.774941,-46903.935869,-5838.743272,1725.122604,0
-1021118.429247,-1022368.96993,2053280.414442,77706.727431,-555.988309,-2131650.517332,-23973.315228,24252.175408,1
-5193396.729872,-5198473.370789,83947582.798979,1841.170008,-2161.599408,-83950740.327601,-1969.341768,91.798693,1
-1644947.704507,-1645645.720982,1745354.689822,228765.806562,-486.706277,-1973781.014426,-20289.24316,20786.341742,1
-1551830.921041,-1564554.566274,657231.875084,23916.157551,-3001.64405,-685128.285391,-5509.653619,1210.703514,0
-68852396.123733,-68854438.211635,761504.797802,10898.063681,-528.275496,-773289.671496,-471.11782,0,0
-1557501.655385,-1560030.449564,27881637.645367,93726.46535,-642.59085,-27975994.577211,-29914.249498,29446.595779,1
-1550327.50094,-1566087.431238,8545.938685,21153.536513,-2960.07483,-33988.032997,-5868.188136,1.732051,0
-68853411.105506,-68853663.984924,178049824.31945,163214.611699,-62.353829,-178213009.486285,126.439709,1.732051,1
-1470511.135626,-1473791.639856,765687.700502,10135.961326,-983.804859,-776533.802659,-1832.509754,585.433173,1
-25951829.936844,-26008123.32014,74315702.771254,131419.355024,-22352.115672,-74451966.672388,-46174.742479,20786.341742,1
-1426264.165696,-1517300.756142,1379422.583656,64186.338827,-40753.423451,-1446596.710126,-44085.889205,1.732051,1
-1558842.26271,-1558843.994761,83949744.398387,27.712813,-3.464102,-83949908.943214,-36.373067,41.569219,1
-1721249.738733,-1741459.307556,83946791.25176,505.758836,-2953.146627,-83951575.176091,-8329.432334,315.233247,1
-1464703.569268,-1478767.821826,2151969.205356,23888.444738,-2634.449278,-2179534.793958,-5320.860081,1.732051,0
-68850151.385886,-68856585.954637,5358215.220618,43514.312439,-1939.896904,-5403425.210798,-2324.412184,1.732051,1
-1426480.672047,-1430989.200299,25559.873767,3128.083758,-902.398471,-29799.934144,-2326.144235,710.140831,0
-864095.899185,-867624.08668,83948694.775598,13137.605375,-1049.622789,-83962757.296104,-2776.477445,1617.735454,1
-1712102.778418,-1716938.664273,83948483.465399,5230.793439,-1260.932988,-83955008.100791,-2722.783869,952.627944,0
-166567.862062,-178978.006099,83947153.250379,1181.258651,-2591.148008,-83951592.496599,-5447.29979,542.131903,0
-860614.477062,-870355.530803,12292511.805635,263231.885582,-2440.459588,-12558885.631382,-85781.548296,83138.438763,1
-68853390.320897,-68853693.429788,83949631.815084,396.639635,-112.583302,-83950251.889274,-142.028166,58.889727,1
-1381975.626546,-1388236.990216,8261634.668838,46429.353948,-1979.734073,-8310909.782263,-1409.889357,1.732051,1
-1384741.711686,-1386368.107394,1734098.091623,3658.091306,-441.672956,-1738483.644268,-687.624171,142.028166,1
-1384362.392559,-1386783.799588,3591592.67893,8620.416869,-652.983154,-3600857.4187,-1295.574004,381.051178,1
-68852725.213386,-68854344.680892,16456.214723,13596.598839,-782.886965,-30220.82249,-2223.953237,1603.879048,1
-1469381.838499,-1474808.35368,83947825.286092,1441.066272,-1919.112295,-83950335.027712,-2301.895523,32.908965,1
-1385583.488378,-1385692.607579,83949701.097117,1373.51629,-43.30127,-83951213.177472,-147.224319,143.760217,1
-1381272.413918,-1389070.106654,248497.329362,4033.946331,-1927.772549,-255432.460795,-2676.018498,226.898656,1
-1383603.754305,-1387351.912253,83948970.171676,6167.832926,-774.226711,-83956341.779913,-2052.480207,687.624171,1
-68849023.820811,-68857639.041528,98560.619154,1496.491898,-2180.651967,-102395.379642,-3621.718239,8.660254,0
-1036885.287748,-1040877.664859,60692.792348,7380.268491,-1120.636872,-69869.197527,-949.163843,1.732051,0
-1385282.111538,-1385838.099847,72027.332833,94606.34716,-216.506351,-166782.636362,-39492.490463,39837.168574,0
-1349795.854592,-1352011.147575,2268894.759222,30953.479982,-559.452411,-2300303.768567,-2506.277519,1733.782858,1
-68852946.91589,-68854098.729677,83949446.485648,673.767764,-297.912739,-83950430.290507,-502.294734,25.980762,0
-1319164.536061,-1371699.369105,199166050.725843,128890.560845,-19792.144578,-199299661.125139,-24991.761102,1.732051,1
-1298956.699289,-1299076.210794,83949662.991999,2601.540313,-81.406388,-83952427.345088,-443.405007,476.313972,1
-1293085.047051,-1304352.037554,9554948.346596,23907.497297,-4098.032211,-9580878.879236,-5074.908866,533.471649,1
-1292799.258668,-1303733.695416,6938543.573597,176147.835079,-3155.796571,-7118902.024189,-56386.91404,53695.307085,1
-68852416.908343,-68854502.297515,13346405.832313,6512.511036,-732.657492,-13353675.249553,-1811.725145,1065.211247,1
-863028.955887,-868218.180107,43860.7226,45061.03381,-1687.017487,-90764.658469,-957.824097,1.732051,0
-1296318.785909,-1301201.437135,132006.520248,48765.890487,-2229.149389,-181841.086083,-1111.976618,1.732051,0
-27689845.927394,-27733909.299938,73832280.462659,89711.571578,-19187.658846,-73926840.044447,-18929.583276,1.732051,0
-1296400.192297,-1299904.13108,83947423.450305,31317.210652,-2324.412184,-83982447.249685,1110.244568,0,1
-1298288.127677,-1299453.79787,81460.081531,3027.624812,-516.151141,-85367.588153,-320.429399,284.056332,1
-1555790.389187,-1561539.065818,29742.776468,17623.616967,-2088.853274,-48525.135425,-2144.2789,1.732051,0
-1294569.414593,-1302791.459777,83947414.790051,46082.943786,-2329.608336,-83995907.01651,-6108.943198,3465.833666,0
-1296892.094726,-1300967.610276,83948291.207759,2511.473671,-1453.190628,-83951568.247887,-1931.23665,223.434554,0
-1293686.068681,-1303356.10834,83946985.241451,139878.691168,-2759.156936,-84089486.257542,-8227.241336,5197.884474,1
-1212364.551215,-1212456.349908,13562957.21658,32884.716633,-58.889727,-13596106.936986,109.119201,1.732051,1
-68852924.399229,-68854109.121982,5678187.358605,5414.390824,-533.471649,-5683865.021153,-1958.949463,1565.77393,1
-68805909.612109,-68899587.580036,83910025.009268,42473.349903,-39719.389119,-83962819.998204,-46145.297615,1733.782858,1
-1211919.414158,-1212792.367765,1977411.392918,14814.230557,-294.448637,-1992629.191314,-826.188235,729.19339,1
-1728972.953284,-1734783.983743,83948362.221843,3050.141472,-1382.176544,-83953147.878224,-3266.647823,907.594623,0
-68848729.372173,-68857841.691472,83948131.859085,1487.831644,-1612.539302,-83951859.232423,-4260.844987,526.543446,0
-358522034.276587,-358546847.636457,377665319.713196,557623.365192,-10541.261215,-378220639.450814,-11417.678923,1.732051,1
-51956918.703969,-51965260.260658,55508036.819628,164317.928063,-2128.690443,-55674511.150947,-2482.028807,1.732051,0
-1153828.162123,-1270859.371088,4610494.083143,179811.122537,-57336.077883,-4791415.450248,-57890.334141,1.732051,1
-1208971.463683,-1215483.97472,16485.659586,1073.871501,-1714.730299,-19042.166578,-2818.046664,178.401233,1
-1124475.097087,-1127064.513044,3985868.064511,2140.814798,-926.647182,-3988627.221448,-1350.99963,280.592231,1
-1296703.301188,-1301128.691001,83948299.868013,1858.490517,-1444.530374,-83951344.813333,-2116.566087,275.396078,0
-68848485.15301,-68857853.815828,291497.222711,13731.698802,-2464.708299,-307676.309304,-3280.50423,1.732051,0
-689134.518909,-695730.168384,83947885.90787,1143.153533,-1858.490517,-83951554.391481,-2459.512147,353.338365,1
-1123441.062755,-1128181.685815,83947974.242462,1704.337995,-1770.155925,-83950459.73537,-2322.680133,10.392305,1
-1122687.620653,-1128517.703672,83948381.274401,6867.581452,-1363.123986,-83956934.141289,-3909.238673,1733.782858,0
-587262.218611,-1574323.332828,83495938.42655,447464.933831,-453805.971837,-83986827.606177,-488315.352127,1.732051,0
-1202585.392356,-1220687.055345,83946495.071072,2556.506992,-3249.327315,-83954003.511323,-6645.878949,1.732051,0
-1053329.378115,-1056242.687573,5195036.981987,23997.563939,-1115.44072,-5219415.597103,-2986.055592,1733.782858,1
-103129.769184,-104608.940574,243404900.801811,323749.740798,-396.639635,-243723398.964561,34.641016,1.732051,0
-1037621.409341,-1040572.823917,23035560.403683,22095.772152,-715.336984,-23058833.970384,-994.197164,1.732051,1
-1124367.709937,-1126156.918421,83948402.059011,24288.548475,-1342.339376,-83974966.522247,949.163843,1.732051,1
-1036542.341688,-1041444.045473,296378.141886,1380.444494,-1513.812406,-299312.235954,-1745.907214,22.51666,0
-1039046.887156,-1039372.512708,40826.169585,169.740979,-77.942286,-41273.038694,111.187741,20.78461,0
-1034881.304964,-1043188.220637,21392.559524,2133.886595,-1978.002022,-25651.67246,-3633.842594,90.066642,1
-68849032.481065,-68857434.659532,135221.206547,564.648563,-1685.285436,-137395.327283,-3614.453546,621.80624,0
-692816.858926,-692818.590977,83949744.398387,122.975607,-3.464102,-83950050.97138,-19.052559,58.889727,1
-1299031.177473,-1299032.909524,83949737.470184,353.338365,-6.928203,-83950279.602087,-22.51666,57.157677,1
-1035721.349605,-1042263.305505,83948240.978286,573.308817,-1503.420101,-83950622.548146,-2341.396203,17.320508,1
-68852572.792915,-68854514.421871,83948783.110189,1602.146997,-964.7523,-83950627.744299,-963.020249,62.353829,1
-1035859.91367,-1042181.899117,83948313.72442,1858.490517,-1430.673967,-83951928.514455,-2750.496682,223.434554,0
-964251.737132,-974340.933087,889357.860213,54575.188896,-2656.965939,-947549.571195,-2916.77356,1.732051,1
-968819.138205,-969943.256086,-8603.19478,10343.872028,-12491.648843,-6993.595896,982.089714,154.152522,1
-947035.152105,-957811.97223,83945876.728934,3924.82713,-3867.669453,-83951493.769703,-4790.852534,13.856406,0
-866025.403784,-866023.671734,83949744.398387,147.224319,0,-83950031.918821,-24.248711,32.908965,0
-862727.579047,-868036.314772,57936908.98759,30773.346698,-2752.228733,-57970347.960481,-649.519053,1.732051,1
-952459.935235,-952624.480061,83949578.121509,195.721741,-166.276878,-83950298.654645,-15.588457,218.238402,1
-863848.215919,-867908.143012,68506118.574285,6367.018769,-995.929214,-68513474.594065,-3003.3761,1415.08551,0
-865879.911517,-866136.255036,52828964.716361,73260.553008,-112.583302,-52900850.021027,320.429399,1.732051,0
-68848384.694063,-68857528.190276,83947103.020905,3354.982414,-2641.377482,-83953904.784427,-3185.241435,424.352448,0
-865077.971993,-866913.945849,29444075.645553,6367.018769,-788.083117,-29450610.67325,-677.231866,1.732051,0
-68853553.133672,-68853553.133672,13934179.005912,5468.084399,-6.928203,-13939725.032598,-869.489505,1020.177926,1
-822175.073489,-908315.156302,9901230.33635,137997.683991,-39660.499392,-10043438.635854,-40472.83122,1.732051,1
-1727199.333257,-1736484.857636,6534404.158667,9238.759008,-2118.298138,-6545965.597807,-3994.109162,1.732051,1
-68852886.294112,-68854214.777081,5399604.306716,6216.330348,-351.606314,-5406246.721563,-1702.605944,1203.775311,1
-865602.783387,-866356.225489,3546315.13877,11779.677542,-180.133284,-3558390.997,-978.608706,852.168997,1
-865718.830791,-866299.067812,2166296.729636,1998.786632,-148.956369,-2168475.649552,-318.697349,76.210236,0
-79603.323065,-79724.566622,1952525.286915,13144.533579,-60.621778,-1965713.121764,135.099963,-1.732051,1
-864776.595152,-867165.093216,1569594.834124,853.901048,-795.011321,-1571099.986276,-1486.099593,498.830633,1
-865277.157836,-866725.152311,1930526.509608,6708.232778,-611.413935,-1937387.162857,-581.969071,1.732051,1
-865725.758995,-866288.675507,1925221.237985,1219.363769,-152.420471,-1926676.160663,-310.037095,77.942286,0
-859644.528609,-871503.880489,1704066.062671,6888.366062,-2594.61211,-1713663.356196,-4804.70894,313.501196,1
-860378.918152,-870618.802526,1043782.314064,45937.451518,-2277.646812,-1092801.083969,-5064.516561,1733.782858,1
-860827.519311,-870042.029607,576258.499831,2118.298138,-2317.483981,-581756.029094,-2904.649204,90.066642,1
-822530.143905,-908251.070422,472396.073155,38193.452358,-39369.514856,-514959.4897,-41163.919493,242.487113,0
-860749.577025,-870445.597445,419604.896591,1179.5266,-1884.471279,-423439.657079,-3704.856677,150.68842,0
-842375.982058,-868514.360795,244366.388186,12902.046466,-22502.804092,-300209.438273,18389.183424,413.960143,1
-68817287.453864,-68889025.534211,575863.592246,96449.249219,-18118.983498,-691200.855522,-34405.457242,1.732051,0
-865102.220704,-866856.788172,261534.47579,1848.098212,-678.963917,-263831.175161,-1704.337995,1023.642027,1
-3463502.325558,-3464688.780362,465492.118636,397173.106582,-536.93575,-862017.438216,-19362.595978,19052.558883,1
-865923.212787,-866096.417868,231660.063462,5353.769046,-50.229473,-237218.214503,-5.196152,1.732051,1
-844892.651881,-886525.957143,83930064.837111,23701.383251,-19679.561276,-83955875.858246,-20457.252088,597.557529,0
-863325.136575,-867291.532925,89695.983121,3032.820964,-1842.902059,-96007.576264,-50.229473,270.199926,0
-862660.029065,-868614.819742,168388.247461,45625.682373,-1382.176544,-215830.851131,-81099.814963,79676.069199,0
-233795545.275248,-233857828.090238,307138469.423245,150608.745921,-29786.077738,-307290453.417507,-75384.047298,45035.053048,1
-861449.325551,-870021.244997,54055.573653,2475.100604,-1260.932988,-58399.557079,-3514.331089,105.655099,0
-803661.182407,-927151.208834,-35642.141518,59418.002954,-58390.896825,-28111.184607,-60185.301461,318.697349,0
-863233.337883,-867956.640435,409018.602055,132009.98435,-1998.786632,-542604.75264,-33393.93957,32910.697395,0
-68849623.11039,-68856885.599426,83948128.394984,930.111284,-1616.003403,-83951272.067199,-2778.209495,51.961524,0
-863915.765901,-867833.664828,19764.431765,1804.796941,-1115.44072,-22620.583547,-2057.676359,588.897275,1
-861288.244826,-869919.054,512.687039,3713.516931,-1794.404637,-6940.327586,-4565.685929,1557.113676,0
-5196135.102199,-5196162.815011,83949735.738133,3639.038747,-8.660254,-83953539.321706,-29.444864,39.837169,1
-865769.060265,-866226.321678,83949642.207389,1751.103366,-102.190998,-83951684.295291,-1472.243186,1401.229103,1
-165684.51615,-178931.240727,83946238.727552,1654.108521,-3505.670835,-83953241.408967,-3938.683536,39.837169,1
-68848873.13239,-68857188.708318,546020.356832,28802.272879,-2766.08514,-578612.356878,-2298.431422,1.732051,0
-866016.74353,-866023.671734,83949735.738133,31.176915,-8.660254,-83949990.349602,244.555653,1.732051,0
-863524.322418,-868159.290379,83948712.096106,381.051178,-1032.302281,-83950399.113592,-1789.208484,29.444864,1
-68805578.790404,-68900316.773426,83905225.49648,88653.288535,-44518.901907,-83997720.473706,-45466.333699,1.732051,1
-861915.247218,-869660.97843,83948088.557815,4259.112936,-1655.840572,-83954268.515096,-3060.533777,1.732051,0
-68846753.102202,-68859371.092335,83947077.040143,732.657492,-2667.358244,-83950872.360435,-5171.567222,585.433173,1
-68850792.244685,-68855351.002411,83948156.107796,862.561302,-1588.290591,-83951686.027342,-1439.334221,613.145986,0
-20781665.204454,-20787256.26446,64410634.210315,60769.002584,-2026.499445,-64471472.494931,-2168.527611,1.732051,0
-864724.633628,-867111.399641,83948977.099879,9053.429571,-767.298508,-83958834.201025,-2050.748156,1215.899667,1
-865637.424404,-866382.206251,83949443.021546,587.165224,-303.108891,-83950286.53029,-543.863954,218.238402,1
-255816.976075,-263424.143222,83947783.716873,1328.482969,-1960.681514,-83950703.954534,-3909.238673,661.643408,0
-860993.796188,-870242.947501,83947833.946346,1025.374078,-1910.452041,-83951398.506908,-4621.111555,1226.291972,1
-68853059.499192,-68853993.074578,83949540.016392,140.296115,-204.381995,-83950021.526516,-500.562683,122.975607,1
-861908.319015,-868839.986347,83947638.224605,367.194771,-2106.173782,-83951524.946617,-1522.47266,1.732051,0
-866023.671734,-866020.207632,36716.013019,69.282032,-1.732051,-36911.73476,-57.157677,77.942286,1
-864748.882339,-867203.198334,83948984.028082,601.02163,-760.370305,-83950206.855953,-1103.316364,17.320508,0
-372244665.793016,-372518121.974515,406768796.227695,360983.637009,-95266.258518,-407193207.565277,-211164.706256,103924.780505,0
-821735.132584,-823678.49359,83948867.980678,34173.362433,-874.685658,-83983020.558502,-762.102355,1.732051,0
-778728.311032,-780075.84656,4697181.494011,1416.817561,-647.787002,-4698828.674329,-820.992083,214.7743,0
-3461368.438963,-3465786.900574,1327911.392639,35377.137745,-2381.56986,-1365503.823366,-488.438328,1.732051,1
-862569.962423,-869054.760647,83948505.98206,498.830633,-1238.416327,-83950412.969999,-2719.319768,109.119201,0
-756999.733651,-801061.374145,638558.635328,34116.204757,-18099.930939,-675411.480361,-20232.085483,1.732051,1
-862860.946959,-868465.863372,37545.665356,11757.160882,-2289.771168,-51448.837188,-1572.702133,1.732051,0
-773992.884124,-784319.371039,83947704.042536,1096.388161,-2040.355851,-83950811.341684,-4421.925712,55.425626,1
-758523.938362,-762090.230975,3982537.330808,14696.451102,-1177.794549,-3997642.545901,-2249.933999,762.102355,1
-779403.810847,-779434.987762,83949728.80993,148.956369,-17.320508,-83949953.976535,-569.508227,798.475422,1
-389250.706188,-390005.88034,5088810.305958,12520.995288,-315.233247,-5101859.576743,-1515.544457,1499.955999,1
-43299874.156271,-43302612.528598,15919.278972,24615.906077,-1245.344531,-40748.227299,-1231.488124,5.196152,1
-68851375.945807,-68855546.724152,83948088.557815,1770.155925,-1655.840572,-83950527.285352,-1884.471279,107.38715,0
-684968.936717,-699656.727565,77144507.202735,280483.111625,-2691.606955,-77425930.817949,-5452.495942,1.732051,1
-1843749.032098,-1849296.790835,445072.971665,75493.166499,-1991.858429,-521413.111009,-1903.523838,1.732051,1
-25180.55464,-26547.142728,186917661.18248,320415.542994,-555.988309,-187236807.132232,-20419.14697,20786.341742,0
-68853199.795308,-68853646.664416,2239747.808233,17985.615586,-304.840942,-2258301.536483,318.697349,1.732051,1
-393321.025586,-401368.133638,2127076.171149,662862.77226,-1955.485362,-2791076.90079,-27184.537425,24250.443357,1
-691197.391421,-694155.7342,2926481.704722,6522.903341,-684.160069,-2933993.609075,-1667.964928,737.853644,1
-172498.404027,-173870.188267,19773.092019,924.915131,-661.643408,-20928.369908,-687.624171,69.282032,0
-68842422.093202,-68862055.771087,83945378.748371,350360.969406,-4367.382067,-84302049.61078,-5737.402344,1.732051,1
-204.381995,-509.222937,1025259.762727,9987.004956,-136.832014,-1035307.389462,-1279.985547,1307.69836,1
-692499.893628,-693106.111411,737486.449253,2087.121223,-192.25764,-739790.076827,-1361.391935,1106.780466,0
-861483.966567,-870090.52703,83947653.813062,1397.765002,-2090.585325,-83951379.454349,-3919.630978,337.749907,0
-691897.139947,-693035.097328,218118.890248,25991.154418,-789.815168,-245267.054606,-2620.592872,3464.101615,1
-68852215.108468,-68853695.161839,83948439.282148,13007.701565,-1305.116239,-83963762.767554,168.890909,912.790776,1
-60619720.588551,-60623550.152887,139042295.957836,244624.463756,-1394.3009,-139287689.45215,-1241.880429,1.732051,0
-865479.80778,-866491.325452,83949482.858715,8412.570772,-261.539672,-83958202.00248,-545.596004,289.252485,0
-1124717.5842,-1126278.161977,83948881.837085,18460.197507,-862.561302,-83968833.330337,294.448637,1.732051,1
-68852953.844093,-68854093.533524,44534.490364,561.184462,-356.802466,-45488.850359,-474.581921,13.856406,0
-1556684.127404,-1560858.36985,83948010.615529,2080.19302,-1737.24696,-83950716.07889,-1872.346923,20.78461,0
-691254.549098,-694223.284182,83948822.947357,35177.951902,-921.45103,-83984368.09403,-1110.244568,5.196152,1
-667206.755685,-669238.451283,83948618.565362,19301.9742,-1125.833025,-83968758.852152,-1539.793168,1198.579159,1
-643662.989058,-654474.450199,1066962.350021,7860.046565,-2010.910988,-1077680.280419,-5156.315254,1165.670193,1
-656239.409972,-656632.585505,4863449.711284,7998.610629,-150.68842,-4871573.029571,-400.103737,290.984536,0
-648008.704534,-650922.013992,83948542.355127,245596.144259,-1202.04326,-84193341.756014,-21565.764605,20786.341742,1
-10389905.955045,-10394435.267907,21167.392919,47887.740728,-1077.335602,-70161.914113,-1389.104748,1.732051,0
-778295.281424,-779428.059558,58025.417198,-793.296176,-1118.921728,-62478.111465,957.841003,188.793538,1
-3031374.701629,-3031475.160576,2639363.106453,15678.52391,-79.674337,-2655178.462377,218.238402,1.732051,1
-604468.411333,-607722.934801,6926898.996017,11376.109704,-1304.234258,-6938993.906807,-2211.828881,1011.517672,0
-68853554.865723,-68853554.865723,146682.186741,1202.04326,-1.732051,-148014.133812,-41.569219,122.975607,1
-68842617.814943,-68862305.186403,83944091.834621,127201.811308,-5654.295817,-84076604.145616,-35966.885089,29446.595779,1
-605871.372488,-606557.264607,83949403.184378,701.480577,-341.214009,-83950267.477731,-751.71005,417.424245,0
-510956.720284,-527231.069672,81401886.355688,275855.071867,-4501.600049,-81679211.938691,-26817.342654,20786.341742,1
-603295.812937,-608694.615304,83948682.651242,775768.236202,-1061.747145,-84724405.854123,-71017.547212,69283.764354,1
-68850731.622907,-68855926.043279,425218.473258,3162.724775,-1860.222567,-429884.618134,-2999.911999,1170.866346,1
-560271.670877,-563848.355794,83947376.684933,113009.386991,-2365.981403,-84063702.94922,987.26896,1.732051,1
-68852870.705654,-68853776.568227,190319.474786,77760.421006,-538.667801,-268942.457094,-21910.442716,22514.928448,1
