K1,K2,K3,K4,K5,K6,K7,K8,score_class
-93499845.554363,-93560094.941704,115460536.796088,486863.89355,-25790.236525,-115951564.53978,-27624.47833,1.732051,1
-98700587.91171,-98748887.88053,46472480.280749,106796.520744,-12973.060549,-46594181.098692,-17358.613193,1.732051,0
-93528696.324665,-93532205.459601,130949461.764551,118567.538032,-1061.747145,-131069465.172702,-652.983154,1.732051,0
-93524901.401345,-93535775.216315,187406063.137147,132510.547033,-1834.241805,-187540726.623334,-4023.554026,1.732051,1
-93529995.36277,-93531233.779098,9803097.533745,72216.126371,-455.529362,-9875410.654961,-3479.690072,3465.833666,0
-95213552.211829,-95310618.071136,12482268.363909,59166.855587,-25663.796816,-12564958.201513,-46197.259139,1.732051,0
-79626854.70733,-79720278.063788,121770067.066357,140017.255233,-41373.49764,-121914537.424216,-44132.654577,1.732051,0
-86590149.286967,-86612956.932001,100965905.986015,155181.360053,-8899.277049,-101126254.053627,-8317.307978,1.732051,1
-90925297.52118,-90937167.265364,99391508.175001,388604.651237,-4598.594894,-99783240.909997,-18600.493622,17322.240126,1
-91774944.652528,-91821879.765311,78279672.517406,57124.767684,-21342.330051,-78338958.884498,-23093.433417,627.002392,0
-91682856.707242,-91909138.752946,108288568.199257,263645.845725,-74666.978263,-108595603.649762,-180599.205654,76211.967584,1
-155813941.381317,-155926947.304206,58084360.204889,214620.147617,-68088.649296,-58356101.656089,-13645.096262,1.732051,1
-86561050.833399,-86641535.770325,127000851.844961,406195.359239,-33665.871547,-127413216.769176,-72510.575008,36374.79901,1
-91758531.739075,-91837114.884215,43325581.254357,295307.734487,-29446.595779,-43628956.881506,-36260.483656,1.732051,1
-95257075.184522,-95266940.945922,39562274.790415,11202.904623,-3043.213269,-39577653.669535,-3926.559181,1479.17139,0
-95215722.471491,-95308401.046102,9930612.846249,66909.122696,-37834.917841,-10005742.282078,-45133.779944,1165.670193,0
-89953791.955265,-90150040.239966,284730479.524567,955749.099718,-79677.80125,-285770189.787182,-79603.323065,25982.494164,1
-69276725.299081,-69286805.834781,165790883.122567,375383.907423,-2260.326304,-166168217.319199,-70833.949826,67551.713546,1
-90050218.687824,-90081038.799894,205556268.582983,182275.830836,-8951.238574,-205743589.877821,-12065.465926,1.732051,0
-90020051.558909,-90111673.582528,248877188.888616,275633.369364,-25804.092931,-249174109.162405,-60393.147558,17322.240126,0
-89968439.908945,-90145784.591132,191308084.354115,170499.617395,-43304.734291,-191537326.474649,-75361.530637,15590.189319,0
-86597172.752991,-86606513.702996,139029627.738229,115415.205562,-2483.760858,-139147869.650709,-2341.732692,1.732051,0
-90062483.339593,-90069991.779843,63020064.147662,240973.300654,-1926.040498,-63261491.245627,-2281.110914,1.732051,1
-90016843.800813,-90115212.162327,64119029.600455,263351.397088,-28935.640791,-64402091.735732,-69496.806603,22518.392549,0
-90064736.737693,-90066998.796048,59893641.425917,174687.716248,-1775.352078,-60070714.176127,1423.745764,1.732051,1
-89994315.015959,-90108522.982109,73436745.876141,614822.611061,-68545.91071,-74113082.271633,-30267.587862,19054.290934,1
-90065353.347781,-90067482.038223,40398697.713847,169586.82662,-808.867727,-40569197.331243,-50.229473,1.732051,1
-90061828.624387,-90070831.824485,39870370.256014,74379.457829,-2284.575015,-39947049.877316,-4823.761499,1467.047034,0
-88331314.145885,-88337549.528792,156866042.735409,323353.101163,-1853.294364,-157190469.708074,-2381.56986,1.732051,1
-88329819.386038,-88338145.35427,125747468.866521,37327.426954,-2386.766013,-125788076.797704,-3226.810655,1049.622789,0
-68842800.562259,-68863023.987488,60777964.214432,29467.380389,-4752.747416,-60811706.296215,-9794.747317,1733.782858,0
-86470610.068431,-86713455.716008,513709820.238409,397954.261496,-57384.575306,-514177870.596088,-111911.266779,22518.392549,0
-103922395.470978,-103923519.571952,463586460.911638,809279.955227,-429.5486,-464394698.172278,65.817931,1.732051,1
-86922529.836939,-86974245.409951,108148675.651682,367962.069712,-23639.029422,-108520023.880723,-85819.653413,62355.561123,1
-83070374.362721,-83205148.70016,286609756.38283,293648.429814,-44652.269819,-286924864.922149,-65251.550074,1.732051,1
-86579559.528329,-86623635.025229,266059867.289242,345242.759269,-19201.515253,-266409847.20747,-19030.042223,1.732051,1
-86557898.50093,-86640247.124525,378643071.054323,841160.082391,-32910.697395,-379502400.349685,-158162.219493,128173.491811,1
-86599017.387101,-86605088.225182,255713551.856871,389732.216313,-2054.212258,-256105411.031576,-20367.185446,19054.290934,1
-86471677.011729,-86731368.58546,233765882.173118,222920.135087,-86902.185168,-234030515.287803,-126709.908879,1.732051,1
-86541118.392706,-86651337.445845,3736076.893196,234221.766606,-31674.013118,-4009041.172266,-106727.238712,71015.815161,0
-86554527.930058,-86648999.177255,218568227.52871,210626.038454,-22334.795164,-218800632.374019,-44714.623648,1.732051,0
-86571699.481764,-86608403.370427,219900737.516243,499533.845208,-26706.491402,-220449908.473494,-44049.516138,64087.611931,1
-90048174.867871,-90083962.501657,217441703.415518,246969.66055,-14997.827943,-217691847.925198,-15891.566159,1.732051,1
-86576873.117527,-86626934.582018,183243678.310735,289368.532268,-20322.152125,-183536895.459897,-22890.783473,1.732051,0
-86567708.836704,-86636185.465381,331858433.648831,475624.61586,-30626.122379,-332337648.806015,-73466.667054,41570.951432,1
-103871130.231176,-103967551.767582,182297187.022583,427387.000869,-26462.272238,-182756222.055808,-55943.509034,19054.290934,1
-121190311.555946,-121294655.492746,169160669.37508,493101.008508,-26391.258155,-169676862.084955,-48635.986677,1.732051,1
-86576244.383083,-86627769.430507,218370493.144416,77571.627468,-21848.088887,-218451773.092663,-41188.168204,17322.240126,1
-86584024.755311,-86619834.905757,157654943.380834,93153.156533,-15074.038178,-157751721.719707,-15972.972547,1.732051,1
-86583037.486351,-86621390.287383,260338979.682078,106848.482268,-14505.925513,-260450527.218187,-40474.563271,22518.392549,0
-86475944.784919,-86711372.058887,221610869.220842,227208.692886,-87042.481284,-221891513.413192,-246408.476088,155886.304732,0
-77908639.521612,-77975446.45331,153262874.760932,503734.068416,-31658.424661,-153767388.252211,-32285.427053,1.732051,1
-86595948.19307,-86607987.678234,141189477.774759,193906.552009,-2871.740239,-141385992.795284,-4065.123245,1.732051,1
-86598712.546159,-86605585.323764,140333280.027257,59937.618196,-1517.276507,-140395375.780759,-2178.919916,1.732051,0
-68787113.396745,-68917419.0431,130945509.224608,223441.48238,-35489.721047,-131196493.778929,-98948.598535,38106.849817,1
-86578211.992801,-86625781.03618,138452324.811761,343900.419894,-21868.873496,-138798523.663077,-21681.812009,1.732051,0
-86517709.726042,-86668295.955302,153517138.087432,106370.436245,-43320.322748,-153680444.497824,-49909.04402,3465.833666,0
-68834332.565861,-68871155.96603,131430322.370002,132120.835601,-12016.968503,-131566652.089066,-15642.150843,1.732051,0
-86490875.06288,-86701999.931967,145847047.266802,695343.921054,-69359.974589,-146592469.972855,-162939.21562,76211.967584,1
-60598393.846958,-60645034.511104,130518032.157097,124541.381267,-22641.368157,-130643001.354914,-24316.261287,1378.712443,0
-103909992.255145,-103934698.227864,127650571.815693,50037.21578,-4867.062769,-127704679.350871,-10073.607497,1.732051,0
-86491261.31021,-86694496.687869,130895129.062768,510199.814081,-57424.412474,-131474829.147553,-118685.317487,46767.103855,1
-86548082.969003,-86655160.081978,117440864.962566,187698.881915,-33009.424291,-117651274.49467,-50681.53868,1.732051,1
-86571706.409968,-86631922.888343,158351989.907832,370638.08821,-25696.705781,-158726187.360452,-68890.58882,41570.951432,1
-112558118.473235,-112607558.131486,116247746.959925,95082.661132,-21709.524822,-116345581.84979,-23051.864198,1.732051,0
-93490870.067078,-93569565.79552,122068355.660284,1405282.102213,-35687.174839,-123474115.80852,-120010.336355,83140.170814,1
-86601579.090246,-86603276.500037,104737004.94654,141238.351052,-488.438328,-104878773.305139,-1891.399482,1655.840572,0
-68848993.493966,-68856698.537939,83947604.433659,3651.163102,-2139.964728,-83954451.262412,-1722.508572,1.732051,1
-86581530.602148,-86621802.515475,101026295.669471,34372.548276,-15600.581624,-101067544.459454,-18455.001355,1082.531755,1
-86597791.09513,-86606305.8569,114316702.567125,63306.457017,-2123.49429,-114382974.295124,-4321.466765,1733.782858,0
-86595858.126428,-86608321.96404,95255795.198975,70814.897267,-2627.521075,-95329745.108204,-6375.679023,1681.821334,0
-86580908.795908,-86623226.261239,96425913.298943,293411.138853,-18261.011664,-96721747.576875,-97088.375967,77944.018391,0
-86597051.509435,-86607009.069527,91367500.484657,110042.383957,-2466.44035,-91479889.797459,-3195.63374,1.732051,1
-103895496.721937,-103950077.106985,95397080.315399,363557.464509,-26500.377356,-95761893.516743,-72784.239036,46767.103855,0
-86576142.192086,-86628077.735551,87991288.323648,210918.755041,-23372.293597,-88204619.825464,-24066.845971,1.732051,1
-86595158.377902,-86608735.924183,91488598.548919,82882.095244,-2513.205722,-91574968.994489,-80876.380409,76211.967584,1
-86567506.186759,-86636332.6897,86832736.858973,107217.40909,-30683.280056,-86944137.170763,-63469.269793,31178.646587,1
-86425297.887255,-86778135.689315,84276744.286091,235967.67382,-152332.136475,-84534698.612862,-175002.949495,1340.607325,0
-86540245.439099,-86635684.902698,86558097.686772,94748.375326,-56858.03186,-86712830.445667,-5604.916413,1733.782858,1
-86573914.774747,-86629501.481314,83387462.636114,120150.63247,-18979.812749,-83514364.802632,-28603.087036,3465.833666,0
-86563255.734077,-86604954.85727,83560716.214293,452551.967052,-37722.334538,-84086852.627854,-8584.043802,43303.00224,1
-86598466.594944,-86605883.236502,81373861.773622,300365.322845,-2443.923689,-81673749.050444,-2159.867357,1.732051,1
-86559843.593986,-86644145.970892,77454594.526763,113861.555988,-32264.642443,-77577306.862378,-40322.1428,1.732051,1
-86586222.727786,-86617080.944973,98242020.532203,301570.830207,-6968.040399,-98548747.677664,-79819.829416,67551.713546,1
-86566305.87555,-86637439.470166,77016153.57764,216390.303542,-32507.129556,-77236385.569873,-38652.445822,5197.884474,1
-86599762.168949,-86604902.895745,82363837.929348,94280.721608,-1260.932988,-82459244.483982,-27544.803993,25982.494164,0
-95259482.735144,-95264682.351668,73800509.454696,104886.068703,-2175.455814,-73908714.132746,-1570.970082,1160.474041,0
-86566747.548505,-86636500.698628,71819748.275515,144906.834663,-29541.858574,-71969660.737012,-31958.06945,1.732051,0
-86544941.028838,-86654813.671816,81546706.587811,268421.109801,-41693.92704,-81830731.743338,-127885.971377,81408.120007,1
-86599729.259983,-86604767.795782,71456880.167228,80517.845891,-1087.727907,-71538970.715253,-1493.027796,1.732051,0
-77911913.097638,-77971364.009557,87858853.98685,285570.144847,-25539.089158,-88147600.712878,-27461.665554,1.732051,0
-69254600.082065,-69309105.988928,69609071.208037,152643.90562,-24602.049671,-69763890.569472,-26477.860695,1.732051,0
-86567663.803383,-86636724.133182,70818153.522972,110109.933939,-31864.538707,-70931097.092032,-35018.603227,1733.782858,1
-86599043.367863,-86605756.796794,66838952.122019,32377.225746,-1754.567468,-66872924.566558,-4271.237291,1408.157307,0
-86575490.940982,-86628341.007273,67835461.573391,54722.413214,-22029.954221,-67893774.52793,-24449.6292,1.732051,0
-86551443.14757,-86653563.131133,68848255.766457,355295.582157,-50298.755452,-69203662.199865,-50754.284814,1.732051,1
-86598232.768085,-86606089.350549,64926054.42553,53839.067302,-1841.170008,-64982301.043455,-3884.989961,1245.344531,0
-69280414.567301,-69283241.274219,65998954.24572,101510.301679,-975.144605,-66101311.520244,-403.567838,1.732051,0
-86557676.798426,-86646648.784309,60871126.031219,85914.916208,-42320.929432,-60959671.932604,-43169.634328,1.732051,1
-68851763.043207,-68854148.95915,83947982.020735,8241.097742,-1762.377652,-83958757.14072,2.614032,627.002392,1
-69276389.281224,-69287250.971838,56807383.230349,63542.015926,-3883.257911,-56872577.622745,-6235.382907,1520.740609,0
-86566044.335878,-86637281.853542,58244451.928982,43748.139298,-27731.86548,-58295199.285593,-32829.291007,1.732051,0
-86549207.069977,-86627379.719075,56659100.628662,160550.717557,-51007.164232,-56877266.284282,-23524.714068,27714.544972,1
-86541804.284826,-86662474.532538,55150938.172581,131935.506165,-57954.420021,-55284929.623054,-58907.047965,1.732051,0
-86499805.516844,-86703908.651957,52412692.285523,186540.139924,-79303.678275,-52624553.276204,-99906.422631,1.732051,0
-86599802.006117,-86604863.058577,47920356.976422,150844.304831,-1932.968701,-48071887.173373,-6751.534048,5197.884474,0
-86576507.654806,-86628006.721468,46858618.491636,53833.87115,-23077.84496,-46914445.953266,-24738.881685,1.732051,0
-69278587.253699,-69284278.772653,46100054.716106,160545.521404,-1939.896904,-46263170.600908,-75022.048679,74479.916776,0
-86595279.621459,-86608349.676852,45958845.809917,87205.294059,-3062.265828,-46049709.195282,-4141.333481,1.732051,1
-86541542.745154,-86634811.94909,45322460.898352,86212.828947,-56433.679412,-45467585.971417,-4524.116709,1222.82787,0
-86587611.832533,-86615792.299173,44069542.109529,148786.628472,-12063.733875,-44222324.579214,-11161.335404,1.732051,1
-86573615.129957,-86630135.41191,43984538.252046,113028.43955,-22109.628559,-44101552.140503,-26095.077467,1.732051,0
-68846901.17659,-68858330.1298,83946774.781322,14161.247403,-2969.617065,-83965647.238832,-4474.737306,1586.55854,1
-121213171.162504,-121271884.220779,40086790.00442,245838.631372,-26302.923564,-40337090.398673,-26001.546723,1.732051,1
-86574139.941352,-86629827.106866,41557243.98237,263091.589466,-23625.173015,-41823394.373562,-25734.810899,1.732051,1
-86579213.118168,-86624681.183917,35296224.991119,23857.267823,-20233.817534,-35323558.484913,-38148.419037,17322.240126,1
-86545017.239074,-86659064.124498,33905182.078595,183621.634314,-32171.1117,-34114536.791756,-55290.525879,1.732051,1
-69269965.104779,-69292715.592136,33110662.66035,34814.221232,-3112.495301,-33149841.649617,-10558.581723,1350.99963,0
-86571671.768951,-86631966.189614,45773635.885013,154767.39991,-25686.313476,-45932830.406787,-53565.403275,25982.494164,1
-43270576.516861,-43331075.319519,29625641.335558,344227.777496,-18203.853988,-29981503.298329,-28310.37045,1.732051,1
-86557543.430514,-86645921.32297,31953621.54398,148618.619543,-41449.707876,-32107022.355803,-41569.219382,1.732051,0
-675499537.823733,-675500059.171026,24476010.065492,96864.941413,-116.047404,-24572596.146726,-29.444864,1.732051,0
-86331583.54626,-86507622.262138,37284134.343982,163223.271953,-54100.606974,-37505029.711674,-89649.217749,31178.646587,0
-95247256.188494,-95276676.803511,36851954.758528,89283.755029,-12044.681316,-36945648.314913,-11937.294166,1.732051,0
-86596899.088964,-86607048.906696,18281054.956144,29822.450805,-2812.850511,-18314438.503409,-4492.939795,1208.971464,0
-86596545.750599,-86607643.000123,28873273.105767,58383.968622,-2620.592872,-28934537.474881,-4184.634751,1.732051,0
-86570641.198721,-86629936.226067,17991509.754693,34705.102031,-21818.644023,-18040483.491277,-24477.342013,1635.055962,0
-38086385.637031,-38122763.900143,16491664.60659,76399.029071,-11474.8366,-16575386.746476,-31790.060522,15590.189319,1
-68842008.133059,-68862876.76317,83942318.214594,62237.781668,-7427.915844,-84010290.848397,-7041.636603,0,1
-86570324.233423,-86612411.335996,17534156.542802,100635.616021,-24044.329311,-17680670.720615,12785.999061,1.732051,0
-86590985.867507,-86611993.911752,16959907.221909,18403.03983,-5559.883092,-16984259.856263,-8007.270883,732.657492,0
-86548829.482901,-86654368.534759,35454205.345277,226003.185524,-33054.457612,-35697558.483741,-49644.040247,1.732051,0
-103915650.865134,-103929243.999871,33677173.178236,118134.52533,-2930.629966,-33798943.278211,-28854.234403,24250.443357,0
-95169791.948176,-95354388.727094,14386422.667921,143623.385014,-86273.450725,-14533853.100611,-90014.680469,1.732051,0
-86559052.046767,-86644289.731109,49921364.097491,83077.816985,-25984.226215,-50021681.016164,-88128.47714,48499.154663,0
-86581208.440698,-86623271.29456,11189133.087385,45973.824585,-19650.116412,-11236958.474283,-20510.945663,500.562683,0
-86594666.475473,-86609383.711185,10892884.849309,16418.109605,-4489.475693,-10912387.741402,-6122.799605,443.405007,0
-86572168.867533,-86631081.111651,18522087.146525,160765.491857,-22610.191242,-18689780.841612,-52188.422883,25982.494164,0
-31174306.067724,-31179308.230456,15140372.2601,35661.194077,-1667.964928,-15176899.479581,-2012.643038,1.732051,0
-84812032.85612,-84927349.334786,76000356.008474,178118.908898,-46626.80774,-76189954.950125,-55105.196443,1.732051,0
-68848822.020936,-68856783.408429,83946502.849345,88689.661602,-3243.281093,-84038980.537974,-55358.92593,53693.575035,1
-69276164.114619,-69286868.18861,37086723.853189,25856.054455,-2549.578789,-37115586.747846,-7194.939055,3465.833666,0
-68808914.72026,-68895669.681109,13805581.161654,194166.35963,-40632.179895,-14006199.410542,-75624.80236,36374.79901,1
-83135608.592287,-83140889.615199,214959042.409727,296298.467549,-1411.621408,-215255605.88105,-1695.677741,1.732051,1
-83091110.474989,-83160749.309758,341467518.975468,910828.362024,-44066.836646,-342429226.329964,2953.146627,1.732051,1
-68849242.059212,-68857077.857066,22171029.759745,126242.25516,-4255.648834,-22298745.990143,-64525.820785,62355.561123,1
-84828546.228519,-84910409.877888,54642917.278416,333355.694577,-36658.855342,-54982892.87118,-153312.477232,116049.136158,1
-83086073.671241,-83189958.614577,115128733.019034,238839.414059,-32016.959178,-115387820.107034,-50555.098971,1.732051,1
-83070232.334555,-83169854.700854,165012703.871641,386016.96733,-66230.15878,-165471572.627989,5767.729189,1.732051,1
-2593519.185679,-2602146.530751,83948227.12188,2816.314613,-1517.276507,-83953064.739785,-4148.261684,611.413935,0
-83129996.74767,-83144916.633326,105046984.883418,241553.537674,-5423.051078,-105292530.798204,-9460.461511,5197.884474,1
-86554146.87888,-86650454.099934,2041847.147061,116695.191109,-47239.953726,-2159846.572429,-78323.337518,31178.646587,0
-83134638.643834,-83141591.095776,98044592.720902,162615.322119,-1993.59048,-98208914.113067,-2338.26859,1.732051,0
-83078423.202824,-83196656.45505,86869542.938634,286638.820195,-32971.319173,-87179827.716454,-56189.460248,1.732051,1
-83097775.406497,-83176900.683539,81534878.412846,145102.556404,-36838.988626,-81685769.483049,-36056.101661,1.732051,0
-83109210.405928,-83147769.321006,65584987.174507,146193.748413,-25090.487998,-65771681.466954,10771.623972,1.732051,0
-100424860.079102,-100491492.073669,44837794.977277,41370.033539,-22320.938757,-44890963.740917,-32385.886,1435.870119,1
-95202874.1186,-95320896.060628,92751391.759396,450804.327788,-41650.62577,-93218919.037731,-55782.428309,1.732051,1
-83108010.094719,-83167821.273206,154566028.219327,254533.526426,-25291.405892,-154823656.920547,-93781.890976,65819.662738,0
-83131870.826644,-83144959.934597,64668716.708846,129358.214563,-5237.721642,-64799128.0103,-6211.134196,1.732051,1
-81399423.37944,-81412822.524487,104186540.147336,214853.974476,-3990.645061,-104403742.782706,-5791.977901,1.732051,0
-68852158.832772,-68854199.188624,915255.483888,9858.833197,-949.163843,-926891.401213,-730.925441,904.130522,1
-173199789.341671,-173208705.939228,179677907.045244,83434.619451,-2837.099223,-179765652.739155,-5310.467776,3465.833666,0
-83128359.959657,-83146504.923917,120034766.931473,126843.276791,-3739.497694,-120166785.576077,-5800.638155,1.732051,1
-83127788.38289,-83146740.482827,51579052.767739,39075.066219,-3936.951486,-51624082.624634,-5811.030459,1.732051,0
-24221001.957145,-24275019.42568,83925831.704938,320349.725063,-23912.693449,-84250133.969944,-24666.135551,1.732051,1
-1731863.746082,-1732210.156243,83949669.920202,93660.647419,-72.746134,-84043214.520217,107.38715,0,1
-81393326.560597,-81418269.824277,26873048.871662,20814.054555,-8104.265729,-26897548.730335,-11005.450831,453.797312,0
-81391185.745799,-81420843.651777,9684886.79818,34356.959819,-14597.724206,-9720942.899841,-14706.843407,1068.675348,0
-79651706.172317,-79695712.387185,219617787.964267,182745.216605,-15108.679194,-219804653.729744,-19986.134269,1.732051,0
-83122053.562667,-83154326.865364,162118895.573353,96023.164721,-14350.040941,-162217168.672072,-16683.113379,1527.668812,0
-79608557.322599,-79701452.403561,116440340.617421,402618.674321,-62908.085331,-116920234.738522,11859.351879,1.732051,1
-77928208.231636,-77953219.045297,159345579.121544,169624.931738,-4873.990972,-159522911.679375,-12747.893944,5197.884474,1
-81380367.356455,-81431703.610341,18231582.388927,101092.877435,-23218.141075,-18334845.526024,-24314.529237,1.732051,0
-79614685.318356,-79731893.196504,102016569.737937,99246.511274,-33267.499861,-102142527.936765,-57046.825398,1690.481588,1
-77937750.099534,-77945866.489619,314184180.176458,382171.814538,-1834.241805,-314568704.115992,-2509.74162,1.732051,1
-43296914.081441,-43304909.227969,25885551.280641,5237.721642,-2076.728918,-25893113.414467,-2807.654359,1.732051,1
-83132690.086676,-83143117.032537,83946945.404282,1680.089283,-2798.994105,-83952048.025961,-3801.851523,200.917894,0
-77935522.682196,-77947899.917267,226052252.791337,105968.600458,-2747.032581,-226161669.904953,-4414.997508,1.732051,0
-77912690.788451,-77970704.098199,242207028.319703,436674.257299,-25423.041753,-242647036.774807,-135751.214094,109120.932928,0
-83130646.266723,-83144719.179534,190522824.479488,193269.157312,-2906.381255,-190720001.143421,-4518.920557,1.732051,0
-77939050.869691,-77945007.392418,184994850.959219,238520.71671,-1454.922678,-185234520.025615,-1976.269971,1.732051,0
-77910629.64799,-77973328.155173,176128275.029177,171495.54661,-24860.125241,-176305978.245882,-30090.91868,1.732051,0
-69253699.415645,-69308634.871109,164782878.049985,110317.780036,-20779.413538,-164898307.111954,-26481.324797,1733.782858,0
-77888421.292535,-77994351.787875,174502419.720722,132699.340571,-32973.051224,-174652652.611618,-50203.492657,1.732051,1
-77933390.527652,-77949283.825862,159544908.724631,79793.848654,-3316.877296,-159629529.798886,-6775.782759,1733.782858,1
-77915216.118528,-77968033.275854,161843336.682173,337812.261305,-20372.381599,-162186878.56755,-62182.356043,38106.849817,1
-77919350.523806,-77964376.916599,144238051.740907,159580.769105,-19892.603525,-144400194.213156,-21174.321123,1.732051,1
-103910915.438226,-103933941.321661,143634794.033088,79281.161615,-6432.836699,-143717967.112868,-9436.2128,1.732051,0
-79606615.693643,-79738973.820205,105553081.469136,697308.06667,-37720.602487,-106281718.870813,-209732.300238,148958.101502,1
-77900595.877661,-77981027.121012,132053867.58893,559582.314655,-34121.400909,-132619978.003079,-35612.696654,1.732051,1
-77894727.689525,-77989043.05215,123665422.552267,256556.56177,-44099.745612,-123923946.723754,-78506.934904,32910.697395,1
-77938567.627516,-77945130.368026,123453511.332113,208557.96979,-2601.540313,-123663732.070679,-1759.76362,1.732051,0
-77939767.938725,-77944595.164326,153502713.568307,131744.980576,-1886.203329,-153634765.121876,-46455.33471,45035.053048,1
-77935678.566769,-77947778.67371,121242756.322348,332082.637234,-2644.841583,-121577366.02171,-4068.587347,1.732051,1
-51925014.328094,-51996677.930257,116454974.714695,188746.772653,-30797.595409,-116647693.07985,-33589.661311,1.732051,1
-77940769.064092,-77943594.038959,115682996.20566,99999.953375,-1106.780466,-115783141.651302,-819.260032,1.732051,1
-77934871.431092,-77948719.177299,113545325.07972,129948.843889,-4442.710321,-113678473.02145,-5256.774201,1.732051,0
-77935903.733374,-77947660.894255,105282497.027876,157254.62487,-2409.282673,-105442367.049465,-4110.156566,1.732051,0
-77890215.697172,-77992313.164074,102797090.721555,575189.824482,-26287.335106,-103399089.228437,-137682.450744,90068.374044,1
-207801595.326866,-207888016.00191,281931433.458011,395299.027608,-33755.938189,-282333231.14025,-39144.348251,1.732051,1
-60549215.728378,-60693888.736182,54660145.987799,285138.864196,-69728.901411,-54947183.17968,-71308.531748,1.732051,1
-77919075.127727,-77965371.113763,99332266.84123,109340.90338,-22637.904055,-99442321.349543,-22902.907828,1.732051,0
-77934495.576067,-77948599.665793,93275709.51961,65965.155006,-3173.117079,-93346184.934919,-6495.190528,1733.782858,0
-4316168.421464,-4343101.811522,83938371.752784,19620.671548,-11370.913552,-83961046.029906,-11985.791588,1.732051,1
-77889614.675541,-77989654.466085,91043232.860667,71457.488117,-29548.786777,-91139101.872866,-43200.811242,1288.645801,0
-86576971.844423,-86626910.333306,88347446.467107,287684.978883,-20247.67394,-88639345.525604,-40025.962112,17322.240126,1
-45024186.160832,-45041290.162556,83333961.318719,16887.495374,-2894.256899,-83354281.738793,-7633.147909,921.45103,0
-77913267.561369,-77970383.6688,87700920.398064,282507.879019,-25164.966183,-87986041.941752,-26812.146501,1.732051,0
-69194336.838317,-69368184.509924,80098027.952614,210326.393665,-62161.571433,-80330365.247942,-105106.039156,20786.341742,1
-77934803.881111,-77948788.459331,66439097.800787,37611.483286,-2708.927463,-66480341.394616,-5362.4293,1.732051,0
-77920713.647791,-77963344.614318,81067690.61647,75193.521709,-19563.513871,-81145522.051558,-20483.23285,1.732051,0
-77936173.9333,-77947416.675091,61688780.452101,36591.305361,-2710.659514,-61728872.232143,-4117.08477,1.732051,0
-77938210.825049,-77945655.17942,81937081.394973,181252.188809,-1998.786632,-82120315.049906,-50582.811784,48499.154663,1
-43298793.356567,-43303173.713059,55430373.393468,137741.340472,-1522.47266,-55569171.284932,-4586.470538,3465.833666,1
-60618759.300353,-60624303.594988,48448405.574074,198957.212164,-1229.756073,-48648521.528228,-5296.61137,3465.833666,0
-86530086.961112,-86661116.604705,48693402.428754,58986.722303,-34658.336659,-48799215.144639,-45556.400341,1028.83818,0
-69277438.904013,-69286268.89903,47456257.426635,169392.836929,-1934.700752,-47626299.782617,-22695.061732,19054.290934,1
-77932256.034373,-77951642.879062,42155147.921142,167582.843836,-9330.5577,-42323591.594229,-32673.406434,24250.443357,1
-60511107.14651,-60715121.947032,39557974.10826,297204.330122,-67551.713546,-39913558.942901,-75467.185737,1.732051,1
-90038319.498776,-90092709.358236,63859395.1844,216463.049676,-24768.326548,-64081613.838909,-23479.680747,1.732051,1
-121214411.310882,-121271246.826082,39000345.546915,164569.07543,-25700.169883,-39169078.472487,-25963.441605,1.732051,0
-77934999.602852,-77948958.20031,35331344.053293,29675.226486,-4073.783499,-35363054.439478,-6780.978912,782.886965,0
-77918384.039455,-77946347.999743,34796039.894807,43668.46496,-21404.68388,-34880278.185833,15841.336686,1.732051,0
-77935375.457877,-77948209.954361,43645678.100002,29493.361151,-2715.855666,-43678401.73591,-6392.999531,1588.290591,0
-77940878.183293,-77943654.660737,34154633.767952,75041.101238,-1286.91375,-34229113.684728,-1079.067653,1.732051,1
-77896577.519788,-77984458.313662,33540621.756669,76454.454697,-22585.942531,-33637517.874996,-38356.265134,1.732051,0
-60620674.948546,-60622774.194125,23211585.263154,353078.557123,-810.599778,-23564197.89861,-79825.025568,79676.069199,1
-77934564.858099,-77948958.20031,29963240.554614,48618.666168,-2778.209495,-30014975.180185,-5530.438229,1.732051,0
-98699482.863295,-98752881.989692,26869828.989211,40822.705484,-23940.406262,-26915049.371695,-25552.945564,1131.029177,0
-86564546.111929,-86639133.415855,23466091.076768,60952.599969,-22180.642642,-23538582.599217,-36643.266885,1586.55854,1
-77933610.498104,-77946623.395822,26881101.175866,229976.510077,-5814.494561,-27120687.103823,-25397.060991,25982.494164,1
-77929084.649344,-77953639.933643,19299107.655461,49702.929974,-7039.054482,-19353937.455825,-9332.289751,1.732051,0
-77894119.739692,-77989015.339337,13671180.94719,65594.496133,-41269.574592,-13741332.468998,-45028.124844,1.732051,0
-77939563.55673,-77943926.592714,11369171.108577,64647.064342,-2599.808262,-11435863.724923,-235.55891,0,1
-69260826.804718,-69303099.236728,26444264.105791,104241.745803,-20917.977603,-26548793.372028,-20722.255862,1.732051,0
-69256101.770115,-69306132.057692,12557771.922713,47532.670312,-20879.872485,-12610492.085193,-23675.402489,1546.721371,1
-77940956.125579,-77943212.987782,7940394.66966,33482.274161,-860.829251,-7975063.398624,-334.285806,1.732051,0
-68851035.581868,-68854692.823104,83948073.819427,27378.527115,-1675.775112,-83978436.701995,-29149.53311,29443.131678,1
